AGE_INDEX,ENERGY_TARIFF,EXTENSION_COUNT,FROM_MAIN_SYSTEM,HW_GAS,HAS_TANK,FLAT_TOP_STOREY,FLOOR_U_VALUE,HOT_WATER_ENERGY_EFF,INTERNAL_LIGHTING,INTERNAL_GAINS,IS_DETACHED,IS_END,IS_MID,LOW_ENERGY_LIGHTING,MAIN_FUEL,MAINS_GAS_FLAG,MAIN_HEATING_CONTROLS,MAINHEAT_ENERGY_EFF,MECHANICAL_EXTRACT,MECHANICAL_SUPPLY,NUMBER_HEATED_ROOMS,NUMBER_OPEN_FIREPLACES,PHOTO_SUPPLY,ROOF_ENERGY_EFF,ROOF_U_VALUE,SECONDHEAT_DESCRIPTION,TEMP_ADJUSTMENT,TOTAL_FLOOR_AREA,WALLS_ENERGY_EFF,WALL_THICKNESS,WALL_U_VALUE,WET_ROOMS,WINDOW_AREA,CURRENT_ENERGY_EFFICIENCY
5,0,0.0,1,0,1,1,0.22,3,1.2074136451165802,37.99145696790618,0,1,0,100,0.216,1,0,3,0,0,2,0,0,1,0.68,-1,0,53,3,260,0.4,1,8.3297,74
1,0,0.015873015873015872,1,0,1,0,2.3,3,1.0760859498452597,37.08851187497614,0,0,1,38,0.216,1,0,3,0,0,3,0,0,0,2.3,-1,0,63,0,220,1.7,2,14.561,65
1,0,0.011494252873563218,1,0,1,0,0.22,3,0.7849364461430461,34.42003341048628,0,0,1,67,0.216,1,0,3,0,0,4,0,0,3,2.3,0.216,0,87,0,220,1.7,2,12.5487,70
1,0,0.013157894736842105,1,0,1,0,2.3,3,0.9300471317497228,35.77651746172795,0,0,1,11,0.216,1,0,3,0,0,4,0,0,2,2.3,-1,0,76,0,220,1.7,2,16.147,60
4,0,0.0,0,0,0,0,1.5,0,0.769615364969728,33.92505054623396,0,1,0,44,0,1,15,0,0,0,0,2,0,3,1.5,-1,0,91,1,250,1.5,3,18.6069,12
0,0,0.004405286343612335,1,0,1,0,2.3,3,0.3462853077755715,21.62292701730536,0,1,0,27,0.216,1,1,3,0,0,7,1,0,4,2.3,-1,0,227,0,250,1.5,4,34.569,52
1,0,0.0,1,0,1,0,2.3,3,0.7607092020362897,34.15796851070676,0,0,1,78,0.216,1,0,3,0,0,5,1,0,1,2.3,0.216,0,89,0,220,1.7,3,17.733,57
6,0,0.0,1,0,1,0,0.4,3,0.7444209099398038,34.141680218610276,0,0,1,100,0.216,1,0,3,0,0,4,0,0,3,0.4,-1,0,89,3,270,0.6,2,17.3104,77
7,0,0.0,1,0,1,0,0.35,3,1.0018411646042706,36.422969746112166,0,1,0,8,0.216,1,1,3,0,0,4,0,0,2,0.35,-1,0,70,3,270,0.6,3,13.169999999999998,61
3,0,0.0,1,0,1,0,2.3,3,0.7849364461430461,34.42003341048628,0,1,0,67,0.216,1,0,3,0,0,5,0,0,4,2.3,-1,0,87,3,250,0.7,3,16.7728,69
2,0,0.0,1,0,1,0,2.3,3,0.9278923212871574,35.67223764266052,0,1,0,0,0.216,1,1,3,0,0,4,0,0,1,2.3,0.216,0,77,3,250,0.7,2,16.269,68
1,0,0.0,1,0,1,0,2.3,3,0.8416418501279478,35.4821102106668,0,1,0,100,0.216,1,3,3,0,0,5,0,0,0,2.3,-1,0.6,78,0,220,1.7,3,16.391,38
4,0,0.0,1,0,1,0,1.5,3,0.7934056461873966,33.94884082745162,0,1,0,12,0.216,1,2,3,0,0,5,0,0,0,1.5,-1,0,91,3,250,0.7,3,18.6069,61
1,0,0.013157894736842105,1,0,1,0,2.3,3,0.9289873811679717,35.7754577111462,0,0,1,12,0.216,1,3,3,0,0,3,0,0,0,2.3,0.216,0.6,76,0,220,1.7,2,16.147,47
2,0,0.011363636363636364,1,0,1,0,2.3,3,0.7723514283509444,34.2890660707937,0,1,0,73,0.216,1,0,3,0,0,5,0,0,0,2.3,-1,0,88,3,250,0.35,3,17.611,62
1,0,0.006535947712418301,1,0,1,0,2.3,3,0.48737691424449264,26.592442341542714,0,0,1,33,0.216,1,3,3,0,0,6,0,0,0,2.3,0.216,0.6,153,0,220,1.7,3,25.541,35
1,0,0.014285714285714285,1,0,1,0,2.3,3,0.9307929057562654,36.351921487264164,0,0,1,100,0.216,1,3,3,0,0,4,0,0,0,2.3,-1,0.6,70,0,220,1.7,2,15.415,57
3,0,0.008547008547008548,1,0,1,0,2.3,1,0.6118723021337968,30.521631313846576,0,1,0,47,0.216,1,1,3,0,0,6,0,0,0,2.3,0.216,0,117,3,250,0.7,3,20.654799999999998,47
2,0,0.008,1,0,1,0,2.3,1,0.5913298635741965,29.555398182315642,0,1,0,23,0.216,1,0,3,0,0,6,0,0,1,2.3,-1,0,125,1,250,1.5,3,22.125,48
3,0,0.0,1,0,1,0,2.3,3,0.7685657407839123,34.52089673421733,0,1,0,100,0.216,1,0,3,0,0,5,0,0,3,2.3,-1,0,86,3,250,0.7,3,16.6434,72
3,0,0.0,1,0,1,0,2.3,2,0.882030405812435,35.20078868007986,0,1,0,8,0.216,1,3,3,0,0,5,1,0,3,2.3,0.291,0.6,81,3,250,0.7,3,15.996399999999998,60
1,0,0.0,1,0,1,0,2.3,3,1.0007672757242696,36.59894704645934,0,1,0,43,0.216,1,1,3,0,0,3,0,0,1,2.3,0.216,0,68,0,220,1.7,2,15.171,54
1,0,0.0,1,0,1,0,2.3,3,0.862223094517655,35.708693424495884,0,0,1,100,0.216,1,3,3,0,0,3,0,0,3,2.3,-1,0.6,76,0,220,1.7,2,16.147,64
5,1,0.0,0,0,1,0,0.68,2,1.5539061292224554,39.631638597105166,0,1,0,83,0.519,0,5,2,0,0,2,0,0,-1,0,-1,0.7,41,2,260,1,1,6.8909,65
2,0,0.009433962264150943,1,0,1,0,2.3,3,0.3492429243001965,22.382381108541658,0,1,0,64,0.216,1,0,3,0,0,8,0,7,0,2.3,0.206,0,212,3,250,0.7,4,32.739000000000004,76
5,1,0.0,0,0,1,0,0.68,2,1.0718664758315228,37.08429240096241,0,0,1,43,0.519,0,5,2,0,0,3,0,0,-1,0,-1,0.7,63,3,260,0.4,2,9.5287,74
3,0,0.0,1,0,1,0,2.3,2,0.9475758111790256,36.27750104374694,0,1,0,62,0.216,1,12,3,0,0,4,0,0,4,2.3,0.216,0,71,3,250,0.7,2,14.702399999999997,62
4,0,0.01639344262295082,1,0,1,0,1.5,3,0.5828392343362101,29.895636018430544,1,0,0,56,0.216,1,1,3,0,0,6,0,0,0,1.5,-1,0,122,3,250,0.7,3,22.4478,58
5,0,0.0,1,0,1,1,0.22,3,1.3490028604294426,38.5687249962402,1,0,0,71,0.216,1,0,3,0,0,2,0,0,3,0.68,0.216,0,48,3,260,0.4,1,7.7302,74
2,0,0.023255813953488372,1,0,1,0,2.3,3,0.8267328427619696,34.57906383619538,0,1,0,21,0.216,1,1,3,0,0,5,0,0,3,2.3,0.216,0,86,3,250,0.7,3,17.366999999999997,64
8,0,0.0,1,0,1,0,0.35,3,0.7743571732441787,34.291071815686934,1,0,0,70,0.216,1,0,3,0,0,5,0,0,3,0.35,0.216,0,88,1,300,0.45,3,12.1346,52
5,1,0.0,0,0,1,1,0.22,1,1.7444335507279938,40.80587420404331,0,1,0,100,0.519,0,5,2,0,0,1,0,0,3,0.68,-1,0.7,36,3,260,0.4,1,6.291399999999999,66
8,0,0.0,0,0,0,1,0.22,3,1.3257522247784554,38.54547436058921,0,0,1,100,0.216,1,8,3,0,0,1,0,0,2,0.35,-1,0.3,48,1,300,0.45,1,5.9024,75
0,0,0.00819672131147541,1,0,1,0,2.3,3,0.5760820553215881,29.88887883941592,0,1,0,67,0.216,1,0,3,0,0,5,1,6,3,2.3,-1,0,122,0,220,1.7,3,21.759,75
4,0,0.0,1,0,1,0,1.5,3,1.1392704422051387,37.53754655240602,0,1,0,62,0.216,1,0,3,0,0,4,0,0,4,1.5,-1,0,58,2,270,0.8,2,14.5182,66
4,0,0.020134228187919462,1,0,1,0,1.5,3,0.491267296061539,26.96057396858275,1,0,0,47,0.216,1,0,3,0,0,7,0,0,0,1.5,0.216,0,149,1,250,1.5,4,25.7931,64
8,0,0.0,0,0,0,0,0.22,3,1.3257522247784554,38.54547436058921,0,0,1,100,0.216,1,8,3,0,0,1,0,0,-1,0,-1,0.3,48,1,300,0.45,1,5.9024,80
3,1,0.0,0,0,1,0,0.22,0,1.1492197927504337,37.54749590295131,0,1,0,50,0.519,0,5,2,0,0,3,0,0,-1,0,-1,0.7,58,0,250,2,2,10.5398,67
8,0,0.0,1,0,1,0,0.35,2,1.1207930769067342,37.51906918710761,0,1,0,86,0.216,1,0,3,0,0,4,0,0,3,0.35,-1,0,58,3,300,0.45,2,7.988599999999999,64
9,0,0.0,1,0,1,0,0.22,3,0.8670211070580088,35.61136642843137,0,1,0,80,0.216,1,0,3,0,0,4,0,0,-1,0,-1,0,77,3,300,0.35,2,9.2316,81
4,0,0.0,1,0,1,0,1.5,3,1.1465317766902607,37.696900591024516,1,0,0,100,0.216,1,0,3,0,0,2,0,6,-1,0,-1,0,56,3,250,0.7,1,10.575199999999999,89
1,0,0.029411764705882353,1,0,1,0,2.3,3,1.0007672757242696,36.59894704645934,0,1,0,43,0.216,1,0,3,0,0,3,0,0,4,2.3,-1,0,68,0,220,1.7,2,15.171,53
2,0,0.015873015873015872,1,0,1,0,2.3,3,1.0887443718864707,37.101170297017354,0,0,1,21,0.216,1,1,3,0,0,4,0,0,1,2.3,-1,0,63,0,220,1.7,2,14.561,66
3,1,0.0,0,0,1,1,0.22,2,1.4716626873287586,39.25874643151777,0,1,0,100,0.519,0,5,2,0,0,2,0,0,2,2.3,-1,0.7,43,3,250,0.7,1,10.0283,71
3,0,0.0,1,0,1,0,2.3,2,0.9615354745334488,36.29146070710136,0,1,0,44,0.216,1,1,3,0,0,5,0,0,3,2.3,0.216,0,71,3,250,0.7,3,14.702399999999997,63
0,0,0.0,1,0,1,0,2.3,3,0.6443815532743842,31.292223837713344,0,0,1,43,0.216,1,0,3,0,0,5,1,0,0,2.3,0.216,0,111,0,220,1.7,3,20.417,58
2,0,0.011111111111111112,1,0,1,0,2.3,3,0.7586299667386754,34.035437170272914,0,1,0,70,0.216,1,3,3,0,0,5,0,0,3,2.3,0.216,0.6,90,3,250,0.7,3,17.855,57
5,0,0.0,1,0,1,0,0.68,2,0.8569465077018577,35.391826235817035,0,1,0,67,0.216,1,1,3,0,0,4,0,0,3,0.68,-1,0,79,3,260,0.4,2,15.4108,63
1,0,0.0,1,0,1,0,2.3,3,0.9293263638643966,36.07136361421288,0,0,1,56,0.216,1,1,3,0,0,5,0,0,4,2.3,-1,0,73,0,220,1.7,3,15.781,70
2,0,0.01098901098901099,1,0,1,0,2.3,1,0.8019701474257572,33.95740532868999,0,1,0,0,0.216,1,0,3,0,0,5,0,0,2,2.3,0.216,0,91,3,250,0.35,3,17.977,56
2,0,0.0,1,0,1,0,2.3,3,0.6455899540564914,31.169059592802064,0,1,0,33,0.216,1,0,3,0,0,6,1,0,3,2.3,0.216,0,112,1,250,1.5,3,20.539,54
1,0,0.012658227848101266,1,0,1,0,2.3,3,0.8411854829620499,35.37606521107723,0,0,1,88,0.216,1,2,3,0,0,5,0,0,3,2.3,0.216,0,79,0,220,1.7,3,16.512999999999998,65
0,0,0.0,1,0,1,0,2.3,3,0.4475762873172833,25.00105175457877,0,0,1,17,0.216,1,3,3,0,0,6,0,0,0,2.3,0.216,0.6,172,0,220,1.7,3,27.858999999999998,47
0,0,0.013333333333333334,1,0,1,0,2.3,3,0.9111674496277546,35.85797734320032,0,0,1,50,0.216,1,2,3,0,0,4,0,0,3,2.3,-1,0,75,0,220,1.7,2,16.025,57
1,0,0.0,1,0,1,0,2.3,3,0.8924041042442322,35.93774216959801,0,0,1,89,0.216,1,17,3,0,0,4,0,0,2,2.3,-1,0.6,74,1,250,1.5,2,17.62175,63
1,0,0.0,1,0,1,0,2.3,3,1.131518463568157,37.453798411790586,0,1,0,50,0.216,1,3,3,0,0,3,0,0,-1,0,-1,0.6,59,0,220,1.7,2,10.305900000000001,49
3,0,0.021052631578947368,1,0,1,0,2.3,2,0.7266205703820231,33.38890974299647,0,1,0,64,0.216,1,3,3,0,0,4,0,0,2,2.3,0.216,0.6,95,3,250,0.7,2,19.18675,56
8,0,0.0,0,0,0,1,0.22,3,1.3257522247784554,38.54547436058921,0,0,1,100,0.216,1,8,3,0,0,1,0,0,0,0.35,-1,0.3,48,3,300,0.45,1,5.9024,60
10,0,0.0,1,0,1,0,0.2,3,0.7035587778222938,32.86409285599326,0,1,0,58,0.216,1,0,3,0,0,5,0,0,3,0.2,-1,0,99,3,300,0.3,3,13.803499999999998,79
4,0,0.0,1,0,1,0,1.5,3,0.8220550002904862,35.24968077978915,1,0,0,100,0.216,1,0,3,0,0,4,0,0,3,1.5,-1,0,80,1,250,1.5,2,17.244,63
1,0,0.014084507042253521,1,0,1,0,2.3,3,0.9475758111790256,36.27750104374694,0,1,0,63,0.216,1,1,3,0,0,4,0,0,3,2.3,-1,0,71,0,220,1.7,2,15.536999999999999,52
4,0,0.0,1,0,1,0,1.5,3,0.7235871952447028,33.63382716431669,0,1,0,88,0.216,1,2,3,0,0,5,0,0,0,1.5,-1,0,93,1,250,1.5,3,18.8547,57
1,0,0.0,1,0,1,0,2.3,3,0.8849133338658914,35.31253911336456,0,0,1,17,0.216,1,1,3,0,0,4,0,0,0,2.3,0.216,0,80,4,220,0.32,3,16.634999999999998,60
1,0,0.0,1,0,1,0,2.3,3,0.7868431858113712,33.69708315488335,0,0,1,0,0.216,1,3,3,0,0,5,0,0,0,2.3,-1,0.6,93,0,220,1.7,3,18.221,53
6,0,0.0,1,0,1,0,0.4,3,0.9300471317497228,35.77651746172795,0,1,0,11,0.216,1,1,3,1,0,4,0,0,2,0.4,-1,0,76,3,270,0.6,2,15.5476,59
8,0,0.005952380952380952,1,0,1,0,0.35,2,0.4601402618129401,25.317516899715375,1,0,0,12,0.216,1,1,3,0,0,8,0,0,3,0.35,-1,0,168,2,300,0.45,4,23.183849999999996,58
2,0,0.0,1,0,1,0,2.3,3,0.6677872539346857,32.702088864266145,0,1,0,100,0.216,1,0,3,0,0,5,0,0,2,2.3,0.216,0,100,1,250,1.5,3,19.075,58
2,0,0.011235955056179775,1,0,1,0,2.3,3,0.759080372826641,34.15633968149711,0,1,0,80,0.216,1,0,3,0,0,5,0,0,0,2.3,0.216,0,89,3,250,0.35,3,17.733,67
1,0,0.0,1,0,1,0,2.3,3,0.7615266693557209,33.916961850619955,0,0,1,56,0.216,1,2,3,0,0,5,0,0,2,2.3,-1,0,91,0,220,1.7,3,17.977,63
1,0,0.02631578947368421,1,0,1,0,2.3,2,0.8876571084796805,35.73412743845791,0,0,1,67,0.216,1,3,3,0,0,4,0,0,0,2.3,-1,0.6,76,0,220,1.7,2,16.147,43
5,0,0.021739130434782608,1,0,1,0,0.68,3,1.3939338305508613,38.818842625643725,0,1,0,83,0.216,1,0,3,0,0,2,0,0,1,0.68,-1,0,46,3,260,0.4,1,11.2792,65
5,1,0.0,0,0,1,1,0.22,2,1.0860891729257978,37.33202088626741,0,1,0,86,0.519,0,5,2,0,0,3,0,0,3,0.68,-1,0.7,60,3,260,0.4,2,9.169,74
1,0,0.009009009009009009,1,0,1,0,2.3,3,0.6733652201379141,31.321207504576872,0,1,0,0,0.216,1,3,3,0,0,5,0,0,0,2.3,-1,0.6,111,0,220,1.7,3,20.417,46
3,0,0.0,1,0,1,0,2.3,2,0.9605976579098883,36.00593572326367,0,1,0,0,0.216,1,0,3,0,0,4,0,0,3,2.3,0.216,0,74,3,250,0.7,2,15.090599999999998,65
6,1,0.0,0,0,1,0,0.22,2,2.015246589817658,42.63357507920098,0,0,1,100,0.519,0,5,2,0,0,2,0,0,-1,0,-1,0.7,31,3,270,0.6,1,6.135,78
1,0,0.013888888888888888,1,0,1,0,2.3,3,0.9388359003809753,36.175734962353545,0,0,1,58,0.216,1,0,3,0,0,4,0,0,4,2.3,-1,0,72,0,220,1.7,2,15.658999999999999,67
1,0,0.0,1,0,1,0,2.3,3,0.983242618670178,36.7516603560078,0,0,1,100,0.216,1,0,3,0,0,4,0,0,0,2.3,-1,0,66,0,220,1.7,2,14.927,58
6,0,0.0,0,0,0,0,0.22,3,1.6842921679401308,40.299519076104765,0,0,1,67,0.216,0,23,3,0,0,2,0,0,-1,0,-1,0,38,3,270,0.6,1,6.492,80
2,1,0.0,1,0,1,0,2.3,3,0.5255480545596936,27.968941978954742,0,1,0,43,0.216,1,1,3,0,0,7,0,0,3,2.3,0.216,0,139,3,250,0.7,4,23.833,67
2,0,0.011494252873563218,1,0,1,0,2.3,3,0.8267499529952199,34.461846917338455,0,1,0,10,0.216,1,14,3,0,0,6,0,0,0,2.3,0.216,0,87,1,250,1.5,3,17.488999999999997,44
5,0,0.0,1,0,1,0,0.68,3,0.9375823335477294,35.982920398901506,1,0,0,30,0.216,1,0,3,0,0,5,0,0,3,0.68,0.216,0,74,2,260,1,3,14.7848,65
1,0,0.012048192771084338,1,0,1,0,2.3,3,0.8109910324587273,34.90740394186558,0,0,1,78,0.216,1,2,3,0,0,5,0,0,2,2.3,-1,0,83,0,220,1.7,3,17.000999999999998,57
2,0,0.01098901098901099,1,0,1,0,2.3,1,0.7437315390049049,33.89916672026913,0,1,0,80,0.216,1,1,3,0,0,5,0,0,3,2.3,-1,0,91,0,250,2,3,17.977,41
3,0,0.0,1,0,1,0,2.3,2,0.8905700271467806,35.42544975526196,0,0,1,22,0.216,1,1,3,0,0,5,0,0,3,2.3,-1,0,79,1,250,1.5,3,15.737599999999997,61
1,0,0.025974025974025976,1,0,1,0,2.3,2,0.9278923212871574,35.67223764266052,0,1,0,0,0.216,1,3,3,0,0,4,0,0,0,2.3,-1,0.6,77,0,220,1.7,2,16.269,33
3,0,0.0,1,0,1,0,2.3,3,0.9433480893780694,36.45388213420504,0,1,0,100,0.216,1,0,3,0,0,5,0,0,0,2.3,-1,0,69,1,250,1.5,3,14.4436,60
2,0,0.0,1,0,1,0,2.3,2,1.0918032694974156,37.41408321771985,0,1,0,100,0.216,1,0,3,0,0,4,0,0,0,2.3,0.216,0,59,3,250,0.7,2,14.073,53
3,0,0.0,1,0,1,0,2.3,3,1.2755777192201172,38.31066560527065,1,0,0,100,0.216,1,0,3,0,0,3,0,0,-1,0,-1,0,50,3,250,0.7,2,10.267,70
4,0,0.0,1,0,1,0,1.5,3,0.8203012925412141,34.68864407276936,0,1,0,42,0.216,1,0,3,0,0,5,0,6,4,1.5,-1,0,85,3,250,0.35,3,17.8635,80
2,0,0.010101010101010102,1,0,1,0,2.3,3,0.6976631634405903,32.858197241611556,0,1,0,67,0.216,1,0,3,0,0,5,0,0,3,2.3,0.216,0,99,1,250,1.5,3,18.953,56
4,0,0.0,1,0,1,0,1.5,3,1.467256527120207,39.12498364620979,0,0,1,67,0.216,1,0,3,0,0,3,0,6,4,1.5,-1,0,44,3,250,0.7,2,12.7836,82
2,0,0.011235955056179775,1,0,1,0,2.3,3,0.8030587614871525,34.20031807015762,0,1,0,20,0.216,1,0,3,0,0,6,0,0,1,2.3,-1,0,89,1,250,1.5,3,17.733,59
4,0,0.0,1,0,1,0,1.5,3,1.1504424616625806,37.62464333441155,0,1,0,71,0.216,1,1,3,0,0,3,0,0,3,1.5,0.216,0,57,3,250,0.7,2,14.3943,66
1,0,0.011363636363636364,0,0,1,0,2.3,0,0.784980192493532,34.301694834936285,0,0,1,56,0.216,1,1,3,0,0,4,0,0,0,2.3,0.216,0,88,0,220,1.7,2,17.611,37
1,0,0.012987012987012988,1,0,1,0,2.3,3,0.9025293153583455,35.64687463673171,0,0,1,33,0.216,1,1,3,0,0,4,1,0,0,2.3,0.216,0,77,0,220,1.7,3,16.269,53
5,0,0.0,1,0,1,0,0.68,3,1.0738926087007614,37.165103869139344,0,1,0,60,0.216,1,1,3,0,0,5,0,0,1,0.68,-1,0,62,2,260,1,3,13.282399999999999,62
5,0,0.0,1,0,1,0,0.68,3,1.3407390477976635,38.465969221215595,1,0,0,50,0.216,1,0,3,0,0,2,0,0,-1,0,-1,0,49,3,270,0.45,1,7.850100000000001,72
6,1,0.0,0,0,1,0,0.4,2,1.3524430885930494,38.67177694477306,0,0,1,100,0.519,0,5,2,0,0,2,0,0,-1,0,-1,0.7,47,3,270,0.6,1,6.9510000000000005,74
3,0,0.0,1,0,1,0,2.3,3,0.7855796180113848,34.768639723817344,0,0,1,100,0.216,1,0,3,0,0,5,0,0,0,2.3,-1,0,84,3,250,0.7,3,16.3846,63
2,0,0.013513513513513514,1,0,1,0,2.3,3,0.929910558760343,35.975248624114116,0,0,1,40,0.216,1,1,3,0,0,5,0,0,3,2.3,-1,0,74,1,250,1.5,3,15.903,62
2,0,0.011904761904761904,1,0,1,0,2.3,3,0.8387997533256392,34.8218598591316,0,0,1,29,0.216,1,3,3,0,0,6,1,0,3,2.3,0.216,0.6,84,3,250,0.7,3,17.122999999999998,59
1,0,0.011235955056179775,1,0,1,0,2.3,3,0.8014299322775039,34.19868924094797,0,0,1,22,0.216,1,3,3,0,0,4,0,0,0,2.3,-1,0.6,89,3,220,0.32,2,17.733,57
4,1,0.0,0,0,0,0,1.5,2,0.9307929057562654,36.351921487264164,0,1,0,100,0.519,0,11,1,0,0,5,1,0,3,1.5,0.392,0,70,3,250,0.7,3,16.005,58
3,1,0.0,1,0,1,0,2.3,3,0.7448280784942188,32.905362156665184,0,1,0,0,0.216,1,2,3,0,0,4,0,0,0,2.3,0.216,0,99,3,250,0.7,3,18.325599999999998,61
4,0,0.0,1,0,1,0,1.5,3,0.5864508843495966,30.135785633669023,0,0,1,64,0.216,0,0,3,0,0,6,0,0,3,1.5,-1,0,120,3,250,0.7,3,22.2,71
2,0,0.0,1,0,1,0,2.3,3,1.2878461581576888,38.07188948094729,0,1,0,0,0.216,1,0,3,0,0,3,0,0,-1,0,-1,0,53,1,250,1.5,2,9.8253,60
8,0,0.0,0,0,0,1,0.22,3,1.3257522247784554,38.54547436058921,0,0,1,100,0.216,1,8,3,0,0,1,0,0,2,0.35,-1,0.3,48,1,300,0.45,1,5.9024,75
3,1,0.0,0,0,0,0,0.22,0,0.9067027924257864,36.143601854398355,1,0,0,100,0.216,1,10,3,0,0,3,0,0,-1,0,-1,0,72,3,250,0.35,2,11.017199999999999,74
3,0,0.015384615384615385,1,0,1,0,2.3,3,0.5796896147999063,28.979894787930565,1,0,0,9,0.216,1,0,3,0,0,6,0,0,3,2.3,-1,0,130,3,250,0.7,3,22.337,64
4,0,0.012195121951219513,1,0,1,0,1.5,3,0.8783644345855641,35.08669818044465,0,1,0,0,0.216,1,0,3,0,0,4,0,0,3,1.5,-1,0,82,3,250,0.7,2,17.491799999999998,67
1,0,0.014084507042253521,1,0,1,0,2.3,3,0.9615354745334488,36.29146070710136,0,0,1,44,0.216,1,3,3,0,0,4,0,0,0,2.3,-1,0.6,71,0,220,1.7,2,15.536999999999999,53
4,0,0.0,1,0,1,0,1.5,3,0.7444209099398038,34.141680218610276,1,0,0,100,0.216,1,1,3,0,0,4,0,0,3,1.5,-1,0,89,1,250,1.5,2,18.359099999999998,61
1,0,0.011494252873563218,1,0,1,0,2.3,2,0.8119922446944527,34.447089209037685,0,1,0,30,0.216,1,1,3,0,0,3,0,0,0,2.3,0.291,0,87,1,250,1.5,2,17.488999999999997,43
3,0,0.0,1,0,1,0,2.3,3,1.0531132579926916,37.065539183123576,0,1,0,67,0.216,1,1,3,0,0,4,0,0,0,2.3,-1,0,63,1,250,1.5,2,13.667199999999998,60
1,0,0.023809523809523808,1,0,1,0,2.3,3,0.7855796180113848,34.768639723817344,0,0,1,100,0.216,1,3,3,0,0,6,0,0,0,2.3,0.216,0.6,84,0,220,1.7,3,17.122999999999998,48
4,0,0.006289308176100629,1,0,1,0,1.5,3,0.48674445812272427,26.071154128845702,1,0,0,5,0.216,1,0,3,0,0,7,0,6,2,1.5,-1,0,159,3,250,0.7,4,27.0321,80
1,0,0.012987012987012988,0,0,0,0,2.3,0,0.8856206447391375,35.62996596611249,0,0,1,56,0,1,15,0,0,0,0,1,0,0,2.3,0.216,0,77,4,220,0.32,3,16.269,17
3,0,0.0,1,0,1,0,2.3,3,1.051169838303771,36.983628013175135,0,1,0,50,0.216,1,0,3,0,0,3,0,0,3,2.3,-1,0,64,3,250,0.7,2,13.796599999999998,68
3,0,0.0,1,0,1,0,2.3,3,0.8568163739996913,35.49728473453854,0,0,1,80,0.216,1,0,3,0,0,4,0,0,3,2.3,-1,0,78,3,250,0.7,2,15.6082,74
3,0,0.0,1,0,1,0,2.3,3,0.9433480893780694,36.45388213420504,0,1,0,100,0.216,1,0,3,0,0,4,0,0,4,2.3,-1,0,69,3,250,0.7,2,14.4436,73
1,0,0.0,1,0,1,0,2.3,2,0.7367153590297504,34.01352256256399,0,1,0,100,0.216,1,3,3,0,0,5,0,0,4,2.3,-1,0.6,90,0,220,1.7,3,17.855,47
7,0,0.0,1,0,1,0,0.35,2,0.6349438976945818,30.544702909407363,1,0,0,12,0.216,1,1,3,0,0,5,0,0,4,0.35,0.216,0,117,2,270,0.6,3,17.6256,61
3,0,0.0,1,0,1,0,2.3,3,0.964917146828212,36.56309691756328,0,0,1,89,0.216,1,0,3,0,0,4,0,0,2,2.3,-1,0,68,1,250,1.5,2,14.3142,66
1,0,0.015384615384615385,1,0,1,0,2.3,3,1.0267489881097192,36.877912205351706,0,0,1,62,0.216,1,3,3,0,0,4,0,0,0,2.3,0.216,0.6,65,0,220,1.7,2,14.805,54
1,0,0.0,1,0,1,0,2.3,3,0.8377353506193541,34.82079545642531,0,0,1,30,0.216,1,0,3,0,0,4,0,0,4,2.3,0.216,0,84,0,220,1.7,2,17.122999999999998,60
3,0,0.0,1,0,1,0,2.3,3,0.8024591821565256,34.079266385690765,0,1,0,10,0.216,1,1,3,0,0,5,0,0,0,2.3,0.216,0,90,3,250,0.7,3,17.160999999999998,49
5,1,0.0196078431372549,0,0,1,1,0.22,1,1.2519665328611382,38.20055943237342,0,1,0,100,0.519,0,5,2,0,0,2,0,0,2,0.68,-1,0.7,51,3,260,0.4,1,8.0899,62
3,0,0.0,1,0,1,0,2.3,3,0.8203873407279996,34.572718334161415,0,0,1,30,0.216,1,0,3,0,0,5,0,0,3,2.3,-1,0,86,3,250,0.7,3,16.6434,71
4,0,0.0,1,0,1,0,1.5,3,0.9010373738331213,35.645382695206486,0,1,0,35,0.216,1,1,3,0,0,4,0,0,3,1.5,-1,0,77,1,250,1.5,2,16.8723,63
3,0,0.007874015748031496,1,0,1,0,2.3,2,0.5339881797437989,29.269837875857164,1,0,0,100,0.216,1,0,3,0,0,7,1,0,3,2.3,0.216,0,127,3,250,0.7,4,21.9488,55
1,0,0.014285714285714285,1,0,1,0,2.3,3,0.9462943440503756,36.36742292555827,0,0,1,80,0.216,1,17,3,0,0,5,0,0,1,2.3,-1,0.6,70,0,220,1.7,3,15.415,47
0,0,0.017857142857142856,1,0,1,0,2.3,3,1.1922029960234712,37.742571810357724,0,0,1,43,0.216,1,17,3,0,0,3,0,0,2,2.3,-1,0.6,56,0,220,1.7,2,13.707,55
3,0,0.0,1,0,1,0,2.3,1,0.8168043719832093,34.91321728139006,0,1,0,70,0.216,1,1,3,0,0,5,0,0,4,2.3,0.216,0,83,3,250,0.7,3,16.2552,59
2,0,0.0273972602739726,1,0,1,0,2.3,3,0.49059044816252073,27.24244499541738,0,1,0,63,0.216,1,1,3,0,0,7,1,6,0,2.3,0.216,0,146,0,220,1.7,4,24.687,65
3,0,0.0,1,0,1,0,2.3,2,0.822833712731363,34.80589381853732,0,0,1,50,0.216,1,3,3,0,0,4,0,0,1,2.3,-1,0.6,84,1,250,1.5,2,16.3846,58
